sampleID,plateID,Tube Row,Tube Column,extractionid,extractionconcentration,LibID,LIBplateID,Data_yield,Reseq,Type,Index_plate,Reason,Selected_for_reprep
ID1673,EXT00007,G,7,EXT-MX007-G7,24.91,LIB-MX007-G7,LIB0007 (Index C),0.6,x,sample,C,lowyield,#N/A
ID1812,EXT00007,G,8,EXT-MX007-G8,80.04,LIB-MX007-G8,LIB0007 (Index C),0.9,x,sample,C,lowyield,#N/A
ID1238,EXT00007,G,9,EXT-MX007-G9,28.41,LIB-MX007-G9,LIB0007 (Index C),2.6,,sample,C,,#N/A
ID1368,EXT00007,G,10,EXT-MX007-G10,58.99,LIB-MX007-G10,LIB0007 (Index C),0.8,x,sample,C,lowyield,#N/A
ID1355,EXT00007,G,11,EXT-MX007-G11,33.5,LIB-MX007-G11,LIB0007 (Index C),0.5,x,sample,C,lowyield,selected
ID1051,EXT00007,H,1,EXT-MX007-H1,19.93,LIB-MX007-H1,LIB0007 (Index C),3.4,,sample,C,,#N/A
ID1256,EXT00007,H,2,EXT-MX007-H2,18.7,LIB-MX007-H2,LIB0007 (Index C),1.0,,sample,C,,#N/A
ID3180,EXT00007,H,3,EXT-MX007-H3,68.87,LIB-MX007-H3,LIB0007 (Index C),2.4,,sample,C,,#N/A
ID1467,EXT00007,H,4,EXT-MX007-H4,82.71,LIB-MX007-H4,LIB0007 (Index C),1.9,,sample,C,,#N/A
ID1912,EXT00007,H,5,EXT-MX007-H5,19.22,LIB-MX007-H5,LIB0007 (Index C),1.9,,sample,C,,#N/A
ID1947,EXT00007,H,6,EXT-MX007-H6,12.19,LIB-MX007-H6,LIB0007 (Index C),1.1,,sample,C,,#N/A
ID1252,EXT00007,H,7,EXT-MX007-H7,60.48,LIB-MX007-H7,LIB0007 (Index C),1.7,,sample,C,,#N/A
ID1437,EXT00007,H,8,EXT-MX007-H8,13.73,LIB-MX007-H8,LIB0007 (Index C),0.6,x,sample,C,lowyield,#N/A
ID1229,EXT00007,H,9,EXT-MX007-H9,69.43,LIB-MX007-H9,LIB0007 (Index C),2.6,,sample,C,,#N/A
ID1565,EXT00007,H,10,EXT-MX007-H10,50.02,LIB-MX007-H10,LIB0007 (Index C),2.0,,sample,C,,#N/A
ID1614,EXT00007,H,11,EXT-MX007-H11,32.49,LIB-MX007-H11,LIB0007 (Index C),3.4,,sample,C,,#N/A
ID3257,EXT00008,A,1,EXT-MX008-A1,40.23,LIB-MX008_run2-A1,LIB0008 run2 (Index D),2.6,,sample,D,,#N/A
ID3107,EXT00008,A,2,EXT-MX008-A2,27.72,LIB-MX008_run2-A2,LIB0008 run2 (Index D),7.7,,sample,D,,#N/A
ID1649,EXT00008,A,3,EXT-MX008-A3,29.91,LIB-MX008_run2-A3,LIB0008 run2 (Index D),2.9,,sample,D,,#N/A
ID1838,EXT00008,A,4,EXT-MX008-A4,10.36,LIB-MX008_run2-A4,LIB0008 run2 (Index D),1.2,,sample,D,,#N/A
ID1536,EXT00008,A,5,EXT-MX008-A5,43.12,LIB-MX008_run2-A5,LIB0008 run2 (Index D),2.6,,sample,D,,#N/A
ID1925,EXT00008,A,6,EXT-MX008-A6,49.2,LIB-MX008_run2-A6,LIB0008 run2 (Index D),1.5,,sample,D,,#N/A
ID1159,EXT00008,A,7,EXT-MX008-A7,9.48,LIB-MX008_run2-A7,LIB0008 run2 (Index D),2.9,,sample,D,,#N/A
ID3259,EXT00008,A,8,EXT-MX008-A8,53.02,LIB-MX008_run2-A8,LIB0008 run2 (Index D),2.3,,sample,D,,#N/A
ID1633,EXT00008,A,9,EXT-MX008-A9,22.98,LIB-MX008_run2-A9,LIB0008 run2 (Index D),5.5,,sample,D,,#N/A
ID1173,EXT00008,A,10,EXT-MX008-A10,71.8,LIB-MX008_run2-A10,LIB0008 run2 (Index D),2.8,,sample,D,,#N/A
ID3076,EXT00008,A,11,EXT-MX008-A11,79.45,LIB-MX008_run2-A11,LIB0008 run2 (Index D),1.8,,sample,D,,#N/A
ID3138,EXT00008,A,12,EXT-MX008-A12,1536.27,LIB-MX008_run2-A12,LIB0008 run2 (Index D),5.4,,sample,D,,#N/A
ID1602,EXT00008,B,1,EXT-MX008-B1,48.93,LIB-MX008_run2-B1,LIB0008 run2 (Index D),3.1,,sample,D,,#N/A
ID1026,EXT00008,B,2,EXT-MX008-B2,17.15,LIB-MX008_run2-B2,LIB0008 run2 (Index D),3.2,,sample,D,,#N/A
ID1499,EXT00008,B,3,EXT-MX008-B3,34.35,LIB-MX008_run2-B3,LIB0008 run2 (Index D),5.0,,sample,D,,#N/A
ID1031,EXT00008,B,4,EXT-MX008-B4,2.42,LIB-MX008_run2-B4,LIB0008 run2 (Index D),3.8,,sample,D,,#N/A
ID3081,EXT00008,B,5,EXT-MX008-B5,43.75,LIB-MX008_run2-B5,LIB0008 run2 (Index D),5.7,,sample,D,,#N/A
ID1043,EXT00008,B,6,EXT-MX008-B6,40.16,LIB-MX008_run2-B6,LIB0008 run2 (Index D),4.5,,sample,D,,#N/A
ID1415,EXT00008,B,7,EXT-MX008-B7,46.47,LIB-MX008_run2-B7,LIB0008 run2 (Index D),4.8,,sample,D,,#N/A
ID1629,EXT00008,B,8,EXT-MX008-B8,23.84,LIB-MX008_run2-B8,LIB0008 run2 (Index D),3.3,,sample,D,,#N/A
ID1023,EXT00008,B,9,EXT-MX008-B9,614.74,LIB-MX008_run2-B9,LIB0008 run2 (Index D),5.4,,sample,D,,#N/A
ID3391,EXT00008,B,10,EXT-MX008-B10,31.94,LIB-MX008_run2-B10,LIB0008 run2 (Index D),4.5,,sample,D,,#N/A
ID3302,EXT00008,B,11,EXT-MX008-B11,36.03,LIB-MX008_run2-B11,LIB0008 run2 (Index D),3.4,,sample,D,,#N/A
ID1617,EXT00008,B,12,EXT-MX008-B12,83.13,LIB-MX008_run2-B12,LIB0008 run2 (Index D),4.6,,sample,D,,#N/A
ID1653,EXT00008,C,1,EXT-MX008-C1,23.02,LIB-MX008_run2-C1,LIB0008 run2 (Index D),4.8,,sample,D,,#N/A
ID1628,EXT00008,C,2,EXT-MX008-C2,61.48,LIB-MX008_run2-C2,LIB0008 run2 (Index D),3.2,,sample,D,,#N/A
NA,EXT00008,C,3,EXT-MX008-C3,0,LIB-MX008_run2-C3,LIB0008 run2 (Index D),0.0,,control,D,,#N/A
ID1943,EXT00008,C,4,EXT-MX008-C4,42.01,LIB-MX008_run2-C4,LIB0008 run2 (Index D),1.4,,sample,D,,#N/A
ID3017,EXT00008,C,5,EXT-MX008-C5,81.84,LIB-MX008_run2-C5,LIB0008 run2 (Index D),2.7,,sample,D,,#N/A
ID1480,EXT00008,C,6,EXT-MX008-C6,46.55,LIB-MX008_run2-C6,LIB0008 run2 (Index D),2.1,,sample,D,,#N/A
ID1654,EXT00008,C,7,EXT-MX008-C7,843.46,LIB-MX008_run2-C7,LIB0008 run2 (Index D),4.5,,sample,D,,#N/A
ID1465,EXT00008,C,8,EXT-MX008-C8,37.02,LIB-MX008_run2-C8,LIB0008 run2 (Index D),2.0,,sample,D,,#N/A
ID1356,EXT00008,C,9,EXT-MX008-C9,577.08,LIB-MX008_run2-C9,LIB0008 run2 (Index D),3.8,,sample,D,,#N/A
NA,EXT00008,C,10,EXT-MX008-C10,0,LIB-MX008_run2-C10,LIB0008 run2 (Index D),0.0,,control,D,,#N/A
ID1756,EXT00008,C,11,EXT-MX008-C11,1.02,LIB-MX008_run2-C11,LIB0008 run2 (Index D),7.2,,sample,D,,#N/A
ID1431,EXT00008,C,12,EXT-MX008-C12,30.69,LIB-MX008_run2-C12,LIB0008 run2 (Index D),2.5,,sample,D,,#N/A
ID1946,EXT00008,D,1,EXT-MX008-D1,14.34,LIB-MX008_run2-D1,LIB0008 run2 (Index D),14.1,,sample,D,,#N/A
ID1458,EXT00008,D,2,EXT-MX008-D2,67,LIB-MX008_run2-D2,LIB0008 run2 (Index D),2.7,,sample,D,,#N/A
ID3335,EXT00008,D,3,EXT-MX008-D3,72.06,LIB-MX008_run2-D3,LIB0008 run2 (Index D),6.3,,sample,D,,#N/A
ID3336,EXT00008,D,4,EXT-MX008-D4,1257.95,LIB-MX008_run2-D4,LIB0008 run2 (Index D),4.5,,sample,D,,#N/A
ID3137,EXT00008,D,5,EXT-MX008-D5,41.18,LIB-MX008_run2-D5,LIB0008 run2 (Index D),2.8,,sample,D,,#N/A
ID1579,EXT00008,D,6,EXT-MX008-D6,59.86,LIB-MX008_run2-D6,LIB0008 run2 (Index D),3.0,,sample,D,,#N/A
ID3313,EXT00008,D,7,EXT-MX008-D7,78.73,LIB-MX008_run2-D7,LIB0008 run2 (Index D),3.1,,sample,D,,#N/A
ID1522,EXT00008,D,8,EXT-MX008-D8,49.27,LIB-MX008_run2-D8,LIB0008 run2 (Index D),3.9,,sample,D,,#N/A
ID1005,EXT00008,D,9,EXT-MX008-D9,81.22,LIB-MX008_run2-D9,LIB0008 run2 (Index D),5.2,,sample,D,,#N/A
ID3208,EXT00008,D,10,EXT-MX008-D10,83.85,LIB-MX008_run2-D10,LIB0008 run2 (Index D),3.7,,sample,D,,#N/A
ID3252,EXT00008,D,11,EXT-MX008-D11,43.5,LIB-MX008_run2-D11,LIB0008 run2 (Index D),6.9,,sample,D,,#N/A
NA,EXT00008,D,12,EXT-MX008-D12,12.56,LIB-MX008_run2-D12,LIB0008 run2 (Index D),16.3,,control,D,,#N/A
ID3306,EXT00008,E,1,EXT-MX008-E1,51.57,LIB-MX008_run2-E1,LIB0008 run2 (Index D),8.5,,sample,D,,#N/A
ID1929,EXT00008,E,2,EXT-MX008-E2,2.13,LIB-MX008_run2-E2,LIB0008 run2 (Index D),9.7,,sample,D,,#N/A
ID1520,EXT00008,E,3,EXT-MX008-E3,773.65,LIB-MX008_run2-E3,LIB0008 run2 (Index D),3.4,,sample,D,,#N/A
ID1861,EXT00008,E,4,EXT-MX008-E4,66.09,LIB-MX008_run2-E4,LIB0008 run2 (Index D),0.0,x,sample,D,lowyield,selected
ID1885,EXT00008,E,5,EXT-MX008-E5,1440.51,LIB-MX008_run2-E5,LIB0008 run2 (Index D),5.2,,sample,D,,#N/A
ID1351,EXT00008,E,6,EXT-MX008-E6,636.09,LIB-MX008_run2-E6,LIB0008 run2 (Index D),0.8,x,sample,D,lowyield,#N/A
ID1927,EXT00008,E,7,EXT-MX008-E7,395.21,LIB-MX008_run2-E7,LIB0008 run2 (Index D),3.2,,sample,D,,#N/A
ID1017,EXT00008,E,8,EXT-MX008-E8,84.91,LIB-MX008_run2-E8,LIB0008 run2 (Index D),3.1,,sample,D,,#N/A
ID1162,EXT00008,E,9,EXT-MX008-E9,84.69,LIB-MX008_run2-E9,LIB0008 run2 (Index D),2.0,,sample,D,,#N/A
ID1365,EXT00008,E,10,EXT-MX008-E10,83.33,LIB-MX008_run2-E10,LIB0008 run2 (Index D),0.0,x,sample,D,lowyield,selected
ID1542,EXT00008,E,11,EXT-MX008-E11,83.94,LIB-MX008_run2-E11,LIB0008 run2 (Index D),6.3,,sample,D,,#N/A
ID1652,EXT00008,F,1,EXT-MX008-F1,22.01,LIB-MX008_run2-F1,LIB0008 run2 (Index D),4.9,,sample,D,,#N/A
ID1008,EXT00008,F,2,EXT-MX008-F2,29.54,LIB-MX008_run2-F2,LIB0008 run2 (Index D),16.9,,sample,D,,#N/A
NA,EXT00008,F,3,EXT-MX008-F3,0,LIB-MX008_run2-F3,LIB0008 run2 (Index D),0.0,,control,D,,#N/A
ID1135,EXT00008,F,4,EXT-MX008-F4,0,LIB-MX008_run2-F4,LIB0008 run2 (Index D),0.1,x,sample,D,lowyield,#N/A
ID1013,EXT00008,F,5,EXT-MX008-F5,620.25,LIB-MX008_run2-F5,LIB0008 run2 (Index D),3.7,,sample,D,,#N/A
ID3175,EXT00008,F,6,EXT-MX008-F6,1238.66,LIB-MX008_run2-F6,LIB0008 run2 (Index D),5.1,,sample,D,,#N/A
ID3175,EXT00008,F,6,EXT-MX008-F6,1238.66,LIB-MX008_run2-F6,LIB0008 run2 (Index D),5.1,,sample,D,,#N/A
ID1014,EXT00008,F,7,EXT-MX008-F7,509.33,LIB-MX008_run2-F7,LIB0008 run2 (Index D),3.6,,sample,D,,#N/A
ID1029,EXT00008,F,8,EXT-MX008-F8,21.56,LIB-MX008_run2-F8,LIB0008 run2 (Index D),2.1,,sample,D,,#N/A
ID3039,EXT00008,F,9,EXT-MX008-F9,58.68,LIB-MX008_run2-F9,LIB0008 run2 (Index D),4.9,,sample,D,,#N/A
NA,EXT00008,F,10,EXT-MX008-F10,0,LIB-MX008_run2-F10,LIB0008 run2 (Index D),0.0,,control,D,,#N/A
ID1919,EXT00008,F,11,EXT-MX008-F11,48.13,LIB-MX008_run2-F11,LIB0008 run2 (Index D),4.1,,sample,D,,#N/A
ID1600,EXT00008,G,1,EXT-MX008-G1,44.35,LIB-MX008_run2-G1,LIB0008 run2 (Index D),6.0,,sample,D,,#N/A
ID1378,EXT00008,G,2,EXT-MX008-G2,36.37,LIB-MX008_run2-G2,LIB0008 run2 (Index D),4.5,,sample,D,,#N/A
ID1001,EXT00008,G,3,EXT-MX008-G3,82.34,LIB-MX008_run2-G3,LIB0008 run2 (Index D),27.5,,sample,D,,#N/A
ID1273,EXT00008,G,4,EXT-MX008-G4,28.44,LIB-MX008_run2-G4,LIB0008 run2 (Index D),0.0,x,sample,D,lowyield,selected
ID1416,EXT00008,G,5,EXT-MX008-G5,35.89,LIB-MX008_run2-G5,LIB0008 run2 (Index D),4.1,,sample,D,,#N/A
ID1737,EXT00008,G,6,EXT-MX008-G6,52.24,LIB-MX008_run2-G6,LIB0008 run2 (Index D),4.1,,sample,D,,#N/A
ID3181,EXT00008,G,7,EXT-MX008-G7,4.74,LIB-MX008_run2-G7,LIB0008 run2 (Index D),3.2,,sample,D,,#N/A
ID1498,EXT00008,G,8,EXT-MX008-G8,35,LIB-MX008_run2-G8,LIB0008 run2 (Index D),3.8,,sample,D,,#N/A
ID1409,EXT00008,G,9,EXT-MX008-G9,57.5,LIB-MX008_run2-G9,LIB0008 run2 (Index D),3.9,,sample,D,,#N/A
ID1515,EXT00008,G,10,EXT-MX008-G10,0.02,LIB-MX008_run2-G10,LIB0008 run2 (Index D),0.1,x,sample,D,lowyield,#N/A
ID1612,EXT00008,G,11,EXT-MX008-G11,29.92,LIB-MX008_run2-G11,LIB0008 run2 (Index D),3.2,,sample,D,,#N/A
ID1712,EXT00008,H,1,EXT-MX008-H1,34.31,LIB-MX008_run2-H1,LIB0008 run2 (Index D),3.8,,sample,D,,#N/A
ID3217,EXT00008,H,2,EXT-MX008-H2,45.39,LIB-MX008_run2-H2,LIB0008 run2 (Index D),7.3,,sample,D,,#N/A
ID1959,EXT00008,H,3,EXT-MX008-H3,70.63,LIB-MX008_run2-H3,LIB0008 run2 (Index D),6.4,,sample,D,,#N/A
ID3343,EXT00008,H,4,EXT-MX008-H4,17.88,LIB-MX008_run2-H4,LIB0008 run2 (Index D),2.5,,sample,D,,#N/A
ID1096,EXT00008,H,5,EXT-MX008-H5,2.07,LIB-MX008_run2-H5,LIB0008 run2 (Index D),5.8,,sample,D,,#N/A
ID1041,EXT00008,H,6,EXT-MX008-H6,45.09,LIB-MX008_run2-H6,LIB0008 run2 (Index D),0.3,x,sample,D,lowyield,selected
ID1245,EXT00008,H,7,EXT-MX008-H7,78.71,LIB-MX008_run2-H7,LIB0008 run2 (Index D),2.4,,sample,D,,#N/A
ID3194,EXT00008,H,8,EXT-MX008-H8,45.18,LIB-MX008_run2-H8,LIB0008 run2 (Index D),4.4,,sample,D,,#N/A
ID1259,EXT00008,H,9,EXT-MX008-H9,69.7,LIB-MX008_run2-H9,LIB0008 run2 (Index D),4.5,,sample,D,,#N/A
ID1328,EXT00008,H,10,EXT-MX008-H10,61.59,LIB-MX008_run2-H10,LIB0008 run2 (Index D),4.2,,sample,D,,#N/A
ID1998,EXT00008,H,11,EXT-MX008-H11,52.73,LIB-MX008_run2-H11,LIB0008 run2 (Index D),3.1,,sample,D,,#N/A
ID1598,EXT00009,A,1,EXT-MX009-A1,63.54,LIB-MX009-A1,LIB0009_run2 (Index A),4.8,,sample,A,,#N/A
ID1376,EXT00009,A,2,EXT-MX009-A2,31.06,LIB-MX009-A2,LIB0009_run2 (Index A),5.5,,sample,A,,#N/A
ID1586,EXT00009,A,3,EXT-MX009-A3,383.49,LIB-MX009-A3,LIB0009_run2 (Index A),13.2,,sample,A,,#N/A
ID1024,EXT00009,A,4,EXT-MX009-A4,41.86,LIB-MX009-A4,LIB0009_run2 (Index A),6.1,,sample,A,,#N/A
ID3111,EXT00009,A,5,EXT-MX009-A5,48.54,LIB-MX009-A5,LIB0009_run2 (Index A),6.7,,sample,A,,#N/A
ID1048,EXT00009,A,6,EXT-MX009-A6,26.2,LIB-MX009-A6,LIB0009_run2 (Index A),7.3,,sample,A,,#N/A
ID3275,EXT00009,A,7,EXT-MX009-A7,36.09,LIB-MX009-A7,LIB0009_run2 (Index A),4.2,,sample,A,,#N/A
ID1350,EXT00009,A,8,EXT-MX009-A8,82.54,LIB-MX009-A8,LIB0009_run2 (Index A),3.9,,sample,A,,#N/A
ID1002,EXT00009,A,9,EXT-MX009-A9,20.41,LIB-MX009-A9,LIB0009_run2 (Index A),10.7,,sample,A,,#N/A
ID3216,EXT00009,A,10,EXT-MX009-A10,16.38,LIB-MX009-A10,LIB0009_run2 (Index A),5.2,,sample,A,,#N/A
ID1609,EXT00009,A,11,EXT-MX009-A11,60.25,LIB-MX009-A11,LIB0009_run2 (Index A),6.3,,sample,A,,#N/A
ID1775,EXT00009,A,12,EXT-MX009-A12,82.61,LIB-MX009-A12,LIB0009_run2 (Index A),4.4,,sample,A,,#N/A
ID1983,EXT00009,B,1,EXT-MX009-B1,36.63,LIB-MX009-B1,LIB0009_run2 (Index A),5.2,,sample,A,,#N/A
ID2000,EXT00009,B,2,EXT-MX009-B2,46.99,LIB-MX009-B2,LIB0009_run2 (Index A),8.0,,sample,A,,#N/A
ID3119,EXT00009,B,3,EXT-MX009-B3,53.66,LIB-MX009-B3,LIB0009_run2 (Index A),6.1,,sample,A,,#N/A
ID1037,EXT00009,B,4,EXT-MX009-B4,75.3,LIB-MX009-B4,LIB0009_run2 (Index A),4.4,,sample,A,,#N/A
ID1383,EXT00009,B,5,EXT-MX009-B5,59.18,LIB-MX009-B5,LIB0009_run2 (Index A),6.7,,sample,A,,#N/A
ID3150,EXT00009,B,6,EXT-MX009-B6,61.91,LIB-MX009-B6,LIB0009_run2 (Index A),4.6,,sample,A,,#N/A
ID3234,EXT00009,B,7,EXT-MX009-B7,46.72,LIB-MX009-B7,LIB0009_run2 (Index A),6.8,,sample,A,,#N/A
ID1497,EXT00009,B,8,EXT-MX009-B8,26.93,LIB-MX009-B8,LIB0009_run2 (Index A),4.1,,sample,A,,#N/A
ID3223,EXT00009,B,9,EXT-MX009-B9,29.87,LIB-MX009-B9,LIB0009_run2 (Index A),7.9,,sample,A,,#N/A
ID1551,EXT00009,B,10,EXT-MX009-B10,565.83,LIB-MX009-B10,LIB0009_run2 (Index A),7.9,,sample,A,,#N/A
ID1364,EXT00009,B,11,EXT-MX009-B11,31.99,LIB-MX009-B11,LIB0009_run2 (Index A),4.8,,sample,A,,#N/A
ID1236,EXT00009,B,12,EXT-MX009-B12,36.3,LIB-MX009-B12,LIB0009_run2 (Index A),4.8,,sample,A,,#N/A
ID3050,EXT00009,C,1,EXT-MX009-C1,33.57,LIB-MX009-C1,LIB0009_run2 (Index A),4.4,,sample,A,,#N/A
ID3322,EXT00009,C,2,EXT-MX009-C2,43.25,LIB-MX009-C2,LIB0009_run2 (Index A),8.5,,sample,A,,#N/A
NA,EXT00009,C,3,EXT-MX009-C3,0,LIB-MX009-C3,LIB0009_run2 (Index A),0.0,,control,A,,#N/A
ID1949,EXT00009,C,4,EXT-MX009-C4,44.76,LIB-MX009-C4,LIB0009_run2 (Index A),5.7,,sample,A,,#N/A
ID3167,EXT00009,C,5,EXT-MX009-C5,38.8,LIB-MX009-C5,LIB0009_run2 (Index A),3.7,,sample,A,,#N/A
ID1500,EXT00009,C,6,EXT-MX009-C6,67.86,LIB-MX009-C6,LIB0009_run2 (Index A),6.4,,sample,A,,#N/A
ID1420,EXT00009,C,7,EXT-MX009-C7,64.79,LIB-MX009-C7,LIB0009_run2 (Index A),5.1,,sample,A,,#N/A
ID3220,EXT00009,C,8,EXT-MX009-C8,3112.96,LIB-MX009-C8,LIB0009_run2 (Index A),5.6,,sample,A,,#N/A
ID1271,EXT00009,C,9,EXT-MX009-C9,28.23,LIB-MX009-C9,LIB0009_run2 (Index A),6.5,,sample,A,,#N/A
NA,EXT00009,C,10,EXT-MX009-C10,0,LIB-MX009-C10,LIB0009_run2 (Index A),0.0,,control,A,,#N/A
ID1034,EXT00009,C,11,EXT-MX009-C11,47.04,LIB-MX009-C11,LIB0009_run2 (Index A),5.3,,sample,A,,#N/A
ID1102,EXT00009,C,12,EXT-MX009-C12,194.73,LIB-MX009-C12,LIB0009_run2 (Index A),0.0,x,sample,A,lowyield,selected
ID1058,EXT00009,D,1,EXT-MX009-D1,622.78,LIB-MX009-D1,LIB0009_run2 (Index A),6.3,,sample,A,,#N/A
ID1691,EXT00009,D,2,EXT-MX009-D2,60.01,LIB-MX009-D2,LIB0009_run2 (Index A),7.8,,sample,A,,#N/A
ID1042,EXT00009,D,3,EXT-MX009-D3,9.2,LIB-MX009-D3,LIB0009_run2 (Index A),8.2,,sample,A,,#N/A
ID1971,EXT00009,D,4,EXT-MX009-D4,19.17,LIB-MX009-D4,LIB0009_run2 (Index A),6.5,,sample,A,,#N/A
ID1747,EXT00009,D,5,EXT-MX009-D5,81,LIB-MX009-D5,LIB0009_run2 (Index A),2.6,,sample,A,,#N/A
ID1511,EXT00009,D,6,EXT-MX009-D6,70.03,LIB-MX009-D6,LIB0009_run2 (Index A),3.7,,sample,A,,#N/A
ID1915,EXT00009,D,7,EXT-MX009-D7,1581.51,LIB-MX009-D7,LIB0009_run2 (Index A),6.2,,sample,A,,#N/A
ID1374,EXT00009,D,8,EXT-MX009-D8,60.61,LIB-MX009-D8,LIB0009_run2 (Index A),6.2,,sample,A,,#N/A
ID1106,EXT00009,D,9,EXT-MX009-D9,85.56,LIB-MX009-D9,LIB0009_run2 (Index A),5.5,,sample,A,,#N/A
ID1359,EXT00009,D,10,EXT-MX009-D10,60,LIB-MX009-D10,LIB0009_run2 (Index A),5.7,,sample,A,,#N/A
ID3172,EXT00009,D,11,EXT-MX009-D11,58.63,LIB-MX009-D11,LIB0009_run2 (Index A),6.9,,sample,A,,#N/A
NA,EXT00009,D,12,EXT-MX009-D12,31.66,LIB-MX009-D12,LIB0009_run2 (Index A),4.2,,control,A,,#N/A
ID3173,EXT00009,E,1,EXT-MX009-E1,85.22,LIB-MX009-E1,LIB0009_run2 (Index A),4.5,,sample,A,,#N/A
ID1424,EXT00009,E,2,EXT-MX009-E2,78.8,LIB-MX009-E2,LIB0009_run2 (Index A),9.5,,sample,A,,#N/A
ID1334,EXT00009,E,3,EXT-MX009-E3,63.57,LIB-MX009-E3,LIB0009_run2 (Index A),7.6,,sample,A,,#N/A
ID3356,EXT00009,E,4,EXT-MX009-E4,1517.21,LIB-MX009-E4,LIB0009_run2 (Index A),8.2,,sample,A,,#N/A
ID1045,EXT00009,E,5,EXT-MX009-E5,40.65,LIB-MX009-E5,LIB0009_run2 (Index A),5.3,,sample,A,,#N/A
ID3130,EXT00009,E,6,EXT-MX009-E6,30.69,LIB-MX009-E6,LIB0009_run2 (Index A),10.9,,sample,A,,#N/A
ID1587,EXT00009,E,7,EXT-MX009-E7,52.41,LIB-MX009-E7,LIB0009_run2 (Index A),4.5,,sample,A,,#N/A
ID1000,EXT00009,E,8,EXT-MX009-E8,17.6,LIB-MX009-E8,LIB0009_run2 (Index A),7.0,,sample,A,,#N/A
ID3134,EXT00009,E,9,EXT-MX009-E9,1039.8,LIB-MX009-E9,LIB0009_run2 (Index A),6.2,,sample,A,,#N/A
ID3099,EXT00009,E,10,EXT-MX009-E10,65.5,LIB-MX009-E10,LIB0009_run2 (Index A),7.6,,sample,A,,#N/A
ID3176,EXT00009,E,11,EXT-MX009-E11,60.41,LIB-MX009-E11,LIB0009_run2 (Index A),5.9,,sample,A,,#N/A
ID1647,EXT00009,F,1,EXT-MX009-F1,64.37,LIB-MX009-F1,LIB0009_run2 (Index A),9.0,,sample,A,,#N/A
ID1972,EXT00009,F,2,EXT-MX009-F2,42.53,LIB-MX009-F2,LIB0009_run2 (Index A),0.0,x,sample,A,lowyield,selected
NA,EXT00009,F,3,EXT-MX009-F3,0,LIB-MX009-F3,LIB0009_run2 (Index A),0.0,,control,A,,#N/A
ID3358,EXT00009,F,4,EXT-MX009-F4,26.38,LIB-MX009-F4,LIB0009_run2 (Index A),0.0,x,sample,A,lowyield,selected
ID3361,EXT00009,F,5,EXT-MX009-F5,64.59,LIB-MX009-F5,LIB0009_run2 (Index A),0.0,x,sample,A,lowyield,selected
ID1451,EXT00009,F,6,EXT-MX009-F6,28.15,LIB-MX009-F6,LIB0009_run2 (Index A),0.0,x,sample,A,lowyield,selected
ID3094,EXT00009,F,7,EXT-MX009-F7,14.13,LIB-MX009-F7,LIB0009_run2 (Index A),0.0,x,sample,A,lowyield,selected
ID1285,EXT00009,F,8,EXT-MX009-F8,28.27,LIB-MX009-F8,LIB0009_run2 (Index A),0.0,x,sample,A,lowyield,selected
ID3333,EXT00009,F,9,EXT-MX009-F9,63.88,LIB-MX009-F9,LIB0009_run2 (Index A),0.0,x,sample,A,lowyield,selected
NA,EXT00009,F,10,EXT-MX009-F10,0,LIB-MX009-F10,LIB0009_run2 (Index A),0.0,,control,A,,#N/A
ID3188,EXT00009,F,11,EXT-MX009-F11,53.64,LIB-MX009-F11,LIB0009_run2 (Index A),0.0,x,sample,A,lowyield,selected
ID1348,EXT00009,G,1,EXT-MX009-G1,839.09,LIB-MX009-G1,LIB0009_run2 (Index A),5.1,,sample,A,,#N/A
ID3206,EXT00009,G,2,EXT-MX009-G2,37.35,LIB-MX009-G2,LIB0009_run2 (Index A),5.2,,sample,A,,#N/A
ID1377,EXT00009,G,3,EXT-MX009-G3,68.39,LIB-MX009-G3,LIB0009_run2 (Index A),6.5,,sample,A,,#N/A
ID1297,EXT00009,G,4,EXT-MX009-G4,73.91,LIB-MX009-G4,LIB0009_run2 (Index A),0.0,x,sample,A,lowyield,selected
ID1084,EXT00009,G,5,EXT-MX009-G5,48.33,LIB-MX009-G5,LIB0009_run2 (Index A),4.3,,sample,A,,#N/A
ID1477,EXT00009,G,6,EXT-MX009-G6,68.63,LIB-MX009-G6,LIB0009_run2 (Index A),8.0,,sample,A,,#N/A
ID1232,EXT00009,G,7,EXT-MX009-G7,21.59,LIB-MX009-G7,LIB0009_run2 (Index A),4.1,,sample,A,,#N/A
ID1246,EXT00009,G,8,EXT-MX009-G8,2032.29,LIB-MX009-G8,LIB0009_run2 (Index A),11.5,,sample,A,,#N/A
ID1419,EXT00009,G,9,EXT-MX009-G9,59.46,LIB-MX009-G9,LIB0009_run2 (Index A),5.9,,sample,A,,#N/A
ID1385,EXT00009,G,10,EXT-MX009-G10,33.39,LIB-MX009-G10,LIB0009_run2 (Index A),4.5,,sample,A,,#N/A
ID1754,EXT00009,G,11,EXT-MX009-G11,0.82,LIB-MX009-G11,LIB0009_run2 (Index A),7.5,,sample,A,,#N/A
ID1833,EXT00009,H,1,EXT-MX009-H1,15.87,LIB-MX009-H1,LIB0009_run2 (Index A),8.6,,sample,A,,#N/A
ID1645,EXT00009,H,2,EXT-MX009-H2,25.09,LIB-MX009-H2,LIB0009_run2 (Index A),7.4,,sample,A,,#N/A
