sampleID,plateID,Tube Row,Tube Column,extractionid,extractionconcentration,LibID,LIBplateID,Data_yield,Reseq,Type,Index_plate,Reason,Selected_for_reprep
ID3289,EXT00003,D,10,EXT-MX003-D10,75.75,LIB-MX003-D10,LIB0003 (Index C) run2,0.0,x,sample,C,lowyield,selected
ID1509,EXT00003,D,11,EXT-MX003-D11,57.37,LIB-MX003-D11,LIB0003 (Index C) run2,5.6,,sample,C,,#N/A
NA,EXT00003,D,12,EXT-MX003-D12,11.94,LIB-MX003-D12,LIB0003 (Index C) run2,4.9,,control,C,,#N/A
ID3284,EXT00003,E,1,EXT-MX003-E1,55.37,LIB-MX003-E1,LIB0003 (Index C) run2,5.7,,sample,C,,#N/A
ID1114,EXT00003,E,2,EXT-MX003-E2,67.4,LIB-MX003-E2,LIB0003 (Index C) run2,8.1,,sample,C,,#N/A
ID1588,EXT00003,E,3,EXT-MX003-E3,69.53,LIB-MX003-E3,LIB0003 (Index C) run2,7.9,,sample,C,,#N/A
ID1185,EXT00003,E,4,EXT-MX003-E4,28.97,LIB-MX003-E4,LIB0003 (Index C) run2,7.9,,sample,C,,#N/A
ID1548,EXT00003,E,5,EXT-MX003-E5,74.99,LIB-MX003-E5,LIB0003 (Index C) run2,5.9,,sample,C,,#N/A
ID1117,EXT00003,E,6,EXT-MX003-E6,72.62,LIB-MX003-E6,LIB0003 (Index C) run2,6.4,,sample,C,,#N/A
ID3308,EXT00003,E,7,EXT-MX003-E7,65.14,LIB-MX003-E7,LIB0003 (Index C) run2,6.4,,sample,C,,#N/A
ID3253,EXT00003,E,8,EXT-MX003-E8,25.77,LIB-MX003-E8,LIB0003 (Index C) run2,0.0,x,sample,C,lowyield,selected
ID1314,EXT00003,E,9,EXT-MX003-E9,68.44,LIB-MX003-E9,LIB0003 (Index C) run2,3.5,,sample,C,,#N/A
ID1686,EXT00003,E,10,EXT-MX003-E10,68.72,LIB-MX003-E10,LIB0003 (Index C) run2,15.7,,sample,C,,#N/A
ID1253,EXT00003,E,11,EXT-MX003-E11,69.73,LIB-MX003-E11,LIB0003 (Index C) run2,6.5,,sample,C,,#N/A
ID1948,EXT00003,F,1,EXT-MX003-F1,31.74,LIB-MX003-F1,LIB0003 (Index C) run2,4.3,,sample,C,,#N/A
ID1995,EXT00003,F,2,EXT-MX003-F2,47.38,LIB-MX003-F2,LIB0003 (Index C) run2,9.4,,sample,C,,#N/A
NA,EXT00003,F,3,EXT-MX003-F3,-0.06,LIB-MX003-F3,LIB0003 (Index C) run2,0.0,x,control,C,lowyield,#N/A
ID1595,EXT00003,F,4,EXT-MX003-F4,51.24,LIB-MX003-F4,LIB0003 (Index C) run2,0.5,x,sample,C,lowyield,selected
ID1394,EXT00003,F,5,EXT-MX003-F5,44.2,LIB-MX003-F5,LIB0003 (Index C) run2,0.8,x,sample,C,lowyield,#N/A
ID1715,EXT00003,F,6,EXT-MX003-F6,56.8,LIB-MX003-F6,LIB0003 (Index C) run2,0.3,x,sample,C,lowyield,selected
ID1808,EXT00003,F,7,EXT-MX003-F7,61.85,LIB-MX003-F7,LIB0003 (Index C) run2,1.2,,sample,C,,#N/A
ID1313,EXT00003,F,8,EXT-MX003-F8,78.62,LIB-MX003-F8,LIB0003 (Index C) run2,0.1,x,sample,C,lowyield,selected
ID1898,EXT00003,F,9,EXT-MX003-F9,69.07,LIB-MX003-F9,LIB0003 (Index C) run2,1.1,,sample,C,,#N/A
NA,EXT00003,F,10,EXT-MX003-F10,-0.05,LIB-MX003-F10,LIB0003 (Index C) run2,0.0,x,control,C,lowyield,#N/A
ID3149,EXT00003,F,11,EXT-MX003-F11,55.22,LIB-MX003-F11,LIB0003 (Index C) run2,0.6,x,sample,C,lowyield,#N/A
ID3044,EXT00003,G,1,EXT-MX003-G1,17.53,LIB-MX003-G1,LIB0003 (Index C) run2,4.3,,sample,C,,#N/A
ID1549,EXT00003,G,2,EXT-MX003-G2,70.56,LIB-MX003-G2,LIB0003 (Index C) run2,5.6,,sample,C,,#N/A
ID1157,EXT00003,G,3,EXT-MX003-G3,66.44,LIB-MX003-G3,LIB0003 (Index C) run2,7.1,,sample,C,,#N/A
ID1475,EXT00003,G,4,EXT-MX003-G4,69.23,LIB-MX003-G4,LIB0003 (Index C) run2,14.3,,sample,C,,#N/A
ID1167,EXT00003,G,5,EXT-MX003-G5,33.51,LIB-MX003-G5,LIB0003 (Index C) run2,6.3,,sample,C,,#N/A
ID3086,EXT00003,G,6,EXT-MX003-G6,60.8,LIB-MX003-G6,LIB0003 (Index C) run2,7.7,,sample,C,,#N/A
ID1767,EXT00003,G,7,EXT-MX003-G7,76.33,LIB-MX003-G7,LIB0003 (Index C) run2,5.4,,sample,C,,#N/A
ID1828,EXT00003,G,8,EXT-MX003-G8,43.68,LIB-MX003-G8,LIB0003 (Index C) run2,13.1,,sample,C,,#N/A
ID3073,EXT00003,G,9,EXT-MX003-G9,62.87,LIB-MX003-G9,LIB0003 (Index C) run2,5.4,,sample,C,,#N/A
ID1214,EXT00003,G,10,EXT-MX003-G10,4.95,LIB-MX003-G10,LIB0003 (Index C) run2,6.2,,sample,C,,#N/A
ID1391,EXT00003,G,11,EXT-MX003-G11,65.19,LIB-MX003-G11,LIB0003 (Index C) run2,1.3,,sample,C,,#N/A
ID3036,EXT00003,H,1,EXT-MX003-H1,47.95,LIB-MX003-H1,LIB0003 (Index C) run2,5.4,,sample,C,,#N/A
ID1452,EXT00003,H,2,EXT-MX003-H2,45.94,LIB-MX003-H2,LIB0003 (Index C) run2,6.5,,sample,C,,#N/A
ID3328,EXT00003,H,3,EXT-MX003-H3,38.98,LIB-MX003-H3,LIB0003 (Index C) run2,10.1,,sample,C,,#N/A
ID1902,EXT00003,H,4,EXT-MX003-H4,55.84,LIB-MX003-H4,LIB0003 (Index C) run2,5.4,,sample,C,,#N/A
ID1603,EXT00003,H,5,EXT-MX003-H5,70.46,LIB-MX003-H5,LIB0003 (Index C) run2,6.2,,sample,C,,#N/A
ID1934,EXT00003,H,6,EXT-MX003-H6,61.08,LIB-MX003-H6,LIB0003 (Index C) run2,7.8,,sample,C,,#N/A
ID1601,EXT00003,H,7,EXT-MX003-H7,27.69,LIB-MX003-H7,LIB0003 (Index C) run2,6.7,,sample,C,,#N/A
ID1540,EXT00003,H,8,EXT-MX003-H8,0.43,LIB-MX003-H8,LIB0003 (Index C) run2,3.9,,sample,C,,#N/A
ID3092,EXT00003,H,9,EXT-MX003-H9,61.51,LIB-MX003-H9,LIB0003 (Index C) run2,4.7,,sample,C,,#N/A
ID3074,EXT00003,H,10,EXT-MX003-H10,66.86,LIB-MX003-H10,LIB0003 (Index C) run2,8.5,,sample,C,,#N/A
ID3018,EXT00003,H,11,EXT-MX003-H11,69.72,LIB-MX003-H11,LIB0003 (Index C) run2,0.1,x,sample,C,lowyield,selected
ID1227,EXT00004,A,1,EXT-MX004-A1,62.1,LIB-MX004-A1,LIB0004 (Index D),4.7,,sample,D,,#N/A
ID1560,EXT00004,A,2,EXT-MX004-A2,65.07,LIB-MX004-A2,LIB0004 (Index D),4.3,,sample,D,,#N/A
ID1776,EXT00004,A,3,EXT-MX004-A3,52.19,LIB-MX004-A3,LIB0004 (Index D),4.3,,sample,D,,#N/A
ID1643,EXT00004,A,4,EXT-MX004-A4,41.3,LIB-MX004-A4,LIB0004 (Index D),3.9,,sample,D,,#N/A
ID3325,EXT00004,A,5,EXT-MX004-A5,72.1,LIB-MX004-A5,LIB0004 (Index D),3.3,,sample,D,,#N/A
ID1858,EXT00004,A,6,EXT-MX004-A6,52.63,LIB-MX004-A6,LIB0004 (Index D),4.3,,sample,D,,#N/A
ID1931,EXT00004,A,7,EXT-MX004-A7,15.28,LIB-MX004-A7,LIB0004 (Index D),2.6,,sample,D,,#N/A
ID1591,EXT00004,A,8,EXT-MX004-A8,62.43,LIB-MX004-A8,LIB0004 (Index D),4.3,,sample,D,,#N/A
ID3090,EXT00004,A,9,EXT-MX004-A9,63.33,LIB-MX004-A9,LIB0004 (Index D),3.2,,sample,D,,#N/A
ID3072,EXT00004,A,10,EXT-MX004-A10,36.8,LIB-MX004-A10,LIB0004 (Index D),2.6,,sample,D,,#N/A
ID1389,EXT00004,A,11,EXT-MX004-A11,211.8,LIB-MX004-A11,LIB0004 (Index D),3.8,,sample,D,,#N/A
ID1010,EXT00004,A,12,EXT-MX004-A12,83.78,LIB-MX004-A12,LIB0004 (Index D),4.0,,sample,D,,#N/A
ID1388,EXT00004,B,1,EXT-MX004-B1,59.76,LIB-MX004-B1,LIB0004 (Index D),6.7,,sample,D,,#N/A
ID1493,EXT00004,B,2,EXT-MX004-B2,72.29,LIB-MX004-B2,LIB0004 (Index D),5.9,,sample,D,,#N/A
ID1525,EXT00004,B,3,EXT-MX004-B3,14.7,LIB-MX004-B3,LIB0004 (Index D),6.6,,sample,D,,#N/A
ID3015,EXT00004,B,4,EXT-MX004-B4,67.29,LIB-MX004-B4,LIB0004 (Index D),3.9,,sample,D,,#N/A
ID3249,EXT00004,B,5,EXT-MX004-B5,41.6,LIB-MX004-B5,LIB0004 (Index D),2.9,,sample,D,,#N/A
ID1577,EXT00004,B,6,EXT-MX004-B6,71.08,LIB-MX004-B6,LIB0004 (Index D),3.1,,sample,D,,#N/A
ID1537,EXT00004,B,7,EXT-MX004-B7,17.17,LIB-MX004-B7,LIB0004 (Index D),3.8,,sample,D,,#N/A
ID1092,EXT00004,B,8,EXT-MX004-B8,24.34,LIB-MX004-B8,LIB0004 (Index D),2.9,,sample,D,,#N/A
ID1022,EXT00004,B,9,EXT-MX004-B9,50.93,LIB-MX004-B9,LIB0004 (Index D),3.2,,sample,D,,#N/A
ID1087,EXT00004,B,10,EXT-MX004-B10,15.91,LIB-MX004-B10,LIB0004 (Index D),2.0,,sample,D,,#N/A
ID1935,EXT00004,B,11,EXT-MX004-B11,76.56,LIB-MX004-B11,LIB0004 (Index D),3.1,,sample,D,,#N/A
ID1855,EXT00004,B,12,EXT-MX004-B12,44.81,LIB-MX004-B12,LIB0004 (Index D),0.6,x,sample,D,lowyield,#N/A
ID1726,EXT00004,C,1,EXT-MX004-C1,27.67,LIB-MX004-C1,LIB0004 (Index D),8.5,,sample,D,,#N/A
ID1076,EXT00004,C,2,EXT-MX004-C2,33.62,LIB-MX004-C2,LIB0004 (Index D),6.1,,sample,D,,#N/A
NA,EXT00004,C,3,EXT-MX004-C3,0.04,LIB-MX004-C3,LIB0004 (Index D),0.0,,control,D,,#N/A
ID3024,EXT00004,C,4,EXT-MX004-C4,44.29,LIB-MX004-C4,LIB0004 (Index D),4.0,,sample,D,,#N/A
ID3305,EXT00004,C,5,EXT-MX004-C5,22.47,LIB-MX004-C5,LIB0004 (Index D),5.9,,sample,D,,#N/A
ID1871,EXT00004,C,6,EXT-MX004-C6,73.47,LIB-MX004-C6,LIB0004 (Index D),2.8,,sample,D,,#N/A
ID3286,EXT00004,C,7,EXT-MX004-C7,16.41,LIB-MX004-C7,LIB0004 (Index D),3.9,,sample,D,,#N/A
ID1866,EXT00004,C,8,EXT-MX004-C8,52.67,LIB-MX004-C8,LIB0004 (Index D),3.4,,sample,D,,#N/A
ID3069,EXT00004,C,9,EXT-MX004-C9,39.12,LIB-MX004-C9,LIB0004 (Index D),5.0,,sample,D,,#N/A
NA,EXT00004,C,10,EXT-MX004-C10,0.02,LIB-MX004-C10,LIB0004 (Index D),0.0,,control,D,,#N/A
ID3183,EXT00004,C,11,EXT-MX004-C11,121.96,LIB-MX004-C11,LIB0004 (Index D),3.4,,sample,D,,#N/A
ID1514,EXT00004,C,12,EXT-MX004-C12,67.69,LIB-MX004-C12,LIB0004 (Index D),2.8,,sample,D,,#N/A
ID1338,EXT00004,D,1,EXT-MX004-D1,64.15,LIB-MX004-D1,LIB0004 (Index D),9.4,,sample,D,,#N/A
ID3008,EXT00004,D,2,EXT-MX004-D2,70.92,LIB-MX004-D2,LIB0004 (Index D),6.4,,sample,D,,#N/A
ID3235,EXT00004,D,3,EXT-MX004-D3,53.34,LIB-MX004-D3,LIB0004 (Index D),5.9,,sample,D,,#N/A
ID3339,EXT00004,D,4,EXT-MX004-D4,71.99,LIB-MX004-D4,LIB0004 (Index D),5.0,,sample,D,,#N/A
ID3065,EXT00004,D,5,EXT-MX004-D5,50.72,LIB-MX004-D5,LIB0004 (Index D),4.6,,sample,D,,#N/A
ID1124,EXT00004,D,6,EXT-MX004-D6,78.55,LIB-MX004-D6,LIB0004 (Index D),3.3,,sample,D,,#N/A
ID3038,EXT00004,D,7,EXT-MX004-D7,7.9,LIB-MX004-D7,LIB0004 (Index D),5.4,,sample,D,,#N/A
ID3320,EXT00004,D,8,EXT-MX004-D8,61.12,LIB-MX004-D8,LIB0004 (Index D),3.6,,sample,D,,#N/A
ID3163,EXT00004,D,9,EXT-MX004-D9,62.37,LIB-MX004-D9,LIB0004 (Index D),3.1,,sample,D,,#N/A
ID3239,EXT00004,D,10,EXT-MX004-D10,59.02,LIB-MX004-D10,LIB0004 (Index D),2.9,,sample,D,,#N/A
ID1584,EXT00004,D,11,EXT-MX004-D11,50.56,LIB-MX004-D11,LIB0004 (Index D),4.1,,sample,D,,#N/A
NA,EXT00004,D,12,EXT-MX004-D12,51.01,LIB-MX004-D12,LIB0004 (Index D),4.3,,control,D,,#N/A
ID1074,EXT00004,E,1,EXT-MX004-E1,14.26,LIB-MX004-E1,LIB0004 (Index D),8.2,,sample,D,,#N/A
ID1631,EXT00004,E,2,EXT-MX004-E2,23.32,LIB-MX004-E2,LIB0004 (Index D),7.6,,sample,D,,#N/A
ID1888,EXT00004,E,3,EXT-MX004-E3,58.32,LIB-MX004-E3,LIB0004 (Index D),5.9,,sample,D,,#N/A
ID1646,EXT00004,E,4,EXT-MX004-E4,36.42,LIB-MX004-E4,LIB0004 (Index D),5.6,,sample,D,,#N/A
ID1123,EXT00004,E,5,EXT-MX004-E5,44.47,LIB-MX004-E5,LIB0004 (Index D),5.5,,sample,D,,#N/A
ID1675,EXT00004,E,6,EXT-MX004-E6,63.8,LIB-MX004-E6,LIB0004 (Index D),5.8,,sample,D,,#N/A
ID1456,EXT00004,E,7,EXT-MX004-E7,66.18,LIB-MX004-E7,LIB0004 (Index D),4.3,,sample,D,,#N/A
ID1819,EXT00004,E,8,EXT-MX004-E8,70.97,LIB-MX004-E8,LIB0004 (Index D),3.8,,sample,D,,#N/A
ID3270,EXT00004,E,9,EXT-MX004-E9,51.29,LIB-MX004-E9,LIB0004 (Index D),3.9,,sample,D,,#N/A
ID1785,EXT00004,E,10,EXT-MX004-E10,16.41,LIB-MX004-E10,LIB0004 (Index D),4.5,,sample,D,,#N/A
ID1716,EXT00004,E,11,EXT-MX004-E11,165.53,LIB-MX004-E11,LIB0004 (Index D),4.5,,sample,D,,#N/A
ID1331,EXT00004,F,1,EXT-MX004-F1,61.78,LIB-MX004-F1,LIB0004 (Index D),5.9,,sample,D,,#N/A
ID1648,EXT00004,F,2,EXT-MX004-F2,34.46,LIB-MX004-F2,LIB0004 (Index D),5.8,,sample,D,,#N/A
NA,EXT00004,F,3,EXT-MX004-F3,0.01,LIB-MX004-F3,LIB0004 (Index D),0.0,,control,D,,#N/A
ID1396,EXT00004,F,4,EXT-MX004-F4,29.14,LIB-MX004-F4,LIB0004 (Index D),5.5,,sample,D,,#N/A
ID1679,EXT00004,F,5,EXT-MX004-F5,21.68,LIB-MX004-F5,LIB0004 (Index D),4.4,,sample,D,,#N/A
ID1820,EXT00004,F,6,EXT-MX004-F6,271.54,LIB-MX004-F6,LIB0004 (Index D),4.7,,sample,D,,#N/A
ID3020,EXT00004,F,7,EXT-MX004-F7,54.85,LIB-MX004-F7,LIB0004 (Index D),4.3,,sample,D,,#N/A
ID3347,EXT00004,F,8,EXT-MX004-F8,33.69,LIB-MX004-F8,LIB0004 (Index D),4.1,,sample,D,,#N/A
ID1207,EXT00004,F,9,EXT-MX004-F9,63.43,LIB-MX004-F9,LIB0004 (Index D),4.3,,sample,D,,#N/A
NA,EXT00004,F,10,EXT-MX004-F10,0.02,LIB-MX004-F10,LIB0004 (Index D),0.0,,control,D,,#N/A
ID3378,EXT00004,F,11,EXT-MX004-F11,408.43,LIB-MX004-F11,LIB0004 (Index D),4.8,,sample,D,,#N/A
ID1067,EXT00004,G,1,EXT-MX004-G1,3.69,LIB-MX004-G1,LIB0004 (Index D),6.3,,sample,D,,#N/A
ID1740,EXT00004,G,2,EXT-MX004-G2,8.12,LIB-MX004-G2,LIB0004 (Index D),4.8,,sample,D,,#N/A
ID1604,EXT00004,G,3,EXT-MX004-G3,64.39,LIB-MX004-G3,LIB0004 (Index D),3.9,,sample,D,,#N/A
ID3025,EXT00004,G,4,EXT-MX004-G4,11.59,LIB-MX004-G4,LIB0004 (Index D),0.0,x,sample,D,lowyield,selected
ID1514,EXT00004,G,5,EXT-MX004-G5,32.53,LIB-MX004-G5,LIB0004 (Index D),3.8,,sample,D,,#N/A
ID1811,EXT00004,G,6,EXT-MX004-G6,439.65,LIB-MX004-G6,LIB0004 (Index D),4.1,,sample,D,,#N/A
ID1386,EXT00004,G,7,EXT-MX004-G7,144,LIB-MX004-G7,LIB0004 (Index D),4.3,,sample,D,,#N/A
ID1121,EXT00004,G,8,EXT-MX004-G8,44.88,LIB-MX004-G8,LIB0004 (Index D),4.3,,sample,D,,#N/A
ID1504,EXT00004,G,9,EXT-MX004-G9,63.1,LIB-MX004-G9,LIB0004 (Index D),3.4,,sample,D,,#N/A
ID1760,EXT00004,G,10,EXT-MX004-G10,27.34,LIB-MX004-G10,LIB0004 (Index D),4.7,,sample,D,,#N/A
ID1078,EXT00004,G,11,EXT-MX004-G11,22.41,LIB-MX004-G11,LIB0004 (Index D),5.2,,sample,D,,#N/A
ID3084,EXT00004,H,1,EXT-MX004-H1,6.2,LIB-MX004-H1,LIB0004 (Index D),4.3,,sample,D,,#N/A
ID1563,EXT00004,H,2,EXT-MX004-H2,50.83,LIB-MX004-H2,LIB0004 (Index D),5.0,,sample,D,,#N/A
ID1563,EXT00004,H,2,EXT-MX004-H2,50.83,LIB-MX004-H2,LIB0004 (Index D),5.0,,sample,D,,#N/A
ID1824,EXT00004,H,3,EXT-MX004-H3,67.14,LIB-MX004-H3,LIB0004 (Index D),4.5,,sample,D,,#N/A
ID1087,EXT00004,H,4,EXT-MX004-H4,16.49,LIB-MX004-H4,LIB0004 (Index D),4.7,,sample,D,,#N/A
ID1098,EXT00004,H,5,EXT-MX004-H5,4.57,LIB-MX004-H5,LIB0004 (Index D),5.2,,sample,D,,#N/A
ID1036,EXT00004,H,6,EXT-MX004-H6,54.45,LIB-MX004-H6,LIB0004 (Index D),3.3,,sample,D,,#N/A
ID3329,EXT00004,H,7,EXT-MX004-H7,247,LIB-MX004-H7,LIB0004 (Index D),5.3,,sample,D,,#N/A
ID3026,EXT00004,H,8,EXT-MX004-H8,66.36,LIB-MX004-H8,LIB0004 (Index D),3.0,,sample,D,,#N/A
ID1883,EXT00004,H,9,EXT-MX004-H9,35,LIB-MX004-H9,LIB0004 (Index D),4.2,,sample,D,,#N/A
ID1049,EXT00004,H,10,EXT-MX004-H10,256.83,LIB-MX004-H10,LIB0004 (Index D),4.6,,sample,D,,#N/A
ID3233,EXT00004,H,11,EXT-MX004-H11,13.51,LIB-MX004-H11,LIB0004 (Index D),4.5,,sample,D,,#N/A
ID1839,EXT00005,A,1,EXT-MX005-A1,10.42,LIB-MX005-A1,LIB0005 (Index A) run2,2.6,,sample,A,,#N/A
ID1782,EXT00005,A,2,EXT-MX005-A2,63.49,LIB-MX005-A2,LIB0005 (Index A) run2,4.0,,sample,A,,#N/A
ID1831,EXT00005,A,3,EXT-MX005-A3,343,LIB-MX005-A3,LIB0005 (Index A) run2,3.1,,sample,A,,#N/A
ID1523,EXT00005,A,4,EXT-MX005-A4,45.12,LIB-MX005-A4,LIB0005 (Index A) run2,3.3,,sample,A,,#N/A
ID1713,EXT00005,A,5,EXT-MX005-A5,39.54,LIB-MX005-A5,LIB0005 (Index A) run2,4.5,,sample,A,,#N/A
ID1261,EXT00005,A,6,EXT-MX005-A6,50.63,LIB-MX005-A6,LIB0005 (Index A) run2,3.4,,sample,A,,#N/A
ID1608,EXT00005,A,7,EXT-MX005-A7,63.01,LIB-MX005-A7,LIB0005 (Index A) run2,3.0,,sample,A,,#N/A
ID3251,EXT00005,A,8,EXT-MX005-A8,35.23,LIB-MX005-A8,LIB0005 (Index A) run2,4.2,,sample,A,,#N/A
ID3057,EXT00005,A,9,EXT-MX005-A9,7.2,LIB-MX005-A9,LIB0005 (Index A) run2,2.4,,sample,A,,#N/A
ID1779,EXT00005,A,10,EXT-MX005-A10,64.1,LIB-MX005-A10,LIB0005 (Index A) run2,5.5,,sample,A,,#N/A
ID1599,EXT00005,A,11,EXT-MX005-A11,66.69,LIB-MX005-A11,LIB0005 (Index A) run2,6.1,,sample,A,,#N/A
ID1752,EXT00005,A,12,EXT-MX005-A12,64.91,LIB-MX005-A12,LIB0005 (Index A) run2,2.8,,sample,A,,#N/A
ID1104,EXT00005,B,1,EXT-MX005-B1,10.76,LIB-MX005-B1,LIB0005 (Index A) run2,3.5,,sample,A,,#N/A
ID3237,EXT00005,B,2,EXT-MX005-B2,69.68,LIB-MX005-B2,LIB0005 (Index A) run2,3.7,,sample,A,,#N/A
ID3291,EXT00005,B,3,EXT-MX005-B3,22.58,LIB-MX005-B3,LIB0005 (Index A) run2,4.8,,sample,A,,#N/A
ID1800,EXT00005,B,4,EXT-MX005-B4,295.65,LIB-MX005-B4,LIB0005 (Index A) run2,4.7,,sample,A,,#N/A
ID1942,EXT00005,B,5,EXT-MX005-B5,67.39,LIB-MX005-B5,LIB0005 (Index A) run2,3.8,,sample,A,,#N/A
ID1835,EXT00005,B,6,EXT-MX005-B6,11.32,LIB-MX005-B6,LIB0005 (Index A) run2,4.6,,sample,A,,#N/A
ID1404,EXT00005,B,7,EXT-MX005-B7,175.58,LIB-MX005-B7,LIB0005 (Index A) run2,4.1,,sample,A,,#N/A
ID1208,EXT00005,B,8,EXT-MX005-B8,43.42,LIB-MX005-B8,LIB0005 (Index A) run2,6.7,,sample,A,,#N/A
ID1830,EXT00005,B,9,EXT-MX005-B9,39.6,LIB-MX005-B9,LIB0005 (Index A) run2,2.6,,sample,A,,#N/A
ID3346,EXT00005,B,10,EXT-MX005-B10,64.49,LIB-MX005-B10,LIB0005 (Index A) run2,4.6,,sample,A,,#N/A
ID3224,EXT00005,B,11,EXT-MX005-B11,67.06,LIB-MX005-B11,LIB0005 (Index A) run2,10.3,,sample,A,,#N/A
ID3179,EXT00005,B,12,EXT-MX005-B12,58.86,LIB-MX005-B12,LIB0005 (Index A) run2,3.0,,sample,A,,#N/A
ID1065,EXT00005,C,1,EXT-MX005-C1,34.31,LIB-MX005-C1,LIB0005 (Index A) run2,2.5,,sample,A,,#N/A
ID3250,EXT00005,C,2,EXT-MX005-C2,62.39,LIB-MX005-C2,LIB0005 (Index A) run2,4.0,,sample,A,,#N/A
NA,EXT00005,C,3,EXT-MX005-C3,0.02,LIB-MX005-C3,LIB0005 (Index A) run2,0.0,,control,A,,#N/A
ID3246,EXT00005,C,4,EXT-MX005-C4,173,LIB-MX005-C4,LIB0005 (Index A) run2,5.3,,sample,A,,#N/A
ID3095,EXT00005,C,5,EXT-MX005-C5,62.95,LIB-MX005-C5,LIB0005 (Index A) run2,3.8,,sample,A,,#N/A
ID1585,EXT00005,C,6,EXT-MX005-C6,90.43,LIB-MX005-C6,LIB0005 (Index A) run2,5.6,,sample,A,,#N/A
ID1909,EXT00005,C,7,EXT-MX005-C7,302.93,LIB-MX005-C7,LIB0005 (Index A) run2,4.7,,sample,A,,#N/A
ID3226,EXT00005,C,8,EXT-MX005-C8,207.48,LIB-MX005-C8,LIB0005 (Index A) run2,3.9,,sample,A,,#N/A
ID1315,EXT00005,C,9,EXT-MX005-C9,87.54,LIB-MX005-C9,LIB0005 (Index A) run2,3.6,,sample,A,,#N/A
NA,EXT00005,C,10,EXT-MX005-C10,0.01,LIB-MX005-C10,LIB0005 (Index A) run2,0.0,,control,A,,#N/A
ID1769,EXT00005,C,11,EXT-MX005-C11,71.83,LIB-MX005-C11,LIB0005 (Index A) run2,4.3,,sample,A,,#N/A
ID1884,EXT00005,C,12,EXT-MX005-C12,61.36,LIB-MX005-C12,LIB0005 (Index A) run2,4.2,,sample,A,,#N/A
ID1864,EXT00005,D,1,EXT-MX005-D1,183.12,LIB-MX005-D1,LIB0005 (Index A) run2,4.1,,sample,A,,#N/A
ID1103,EXT00005,D,2,EXT-MX005-D2,333.58,LIB-MX005-D2,LIB0005 (Index A) run2,5.1,,sample,A,,#N/A
ID1006,EXT00005,D,3,EXT-MX005-D3,70.35,LIB-MX005-D3,LIB0005 (Index A) run2,4.9,,sample,A,,#N/A
ID1804,EXT00005,D,4,EXT-MX005-D4,46.41,LIB-MX005-D4,LIB0005 (Index A) run2,4.9,,sample,A,,#N/A
ID1105,EXT00005,D,5,EXT-MX005-D5,55.04,LIB-MX005-D5,LIB0005 (Index A) run2,4.7,,sample,A,,#N/A
ID1768,EXT00005,D,6,EXT-MX005-D6,869.36,LIB-MX005-D6,LIB0005 (Index A) run2,0.9,x,sample,A,lowyield,#N/A
ID3213,EXT00005,D,7,EXT-MX005-D7,129.49,LIB-MX005-D7,LIB0005 (Index A) run2,8.6,,sample,A,,#N/A
ID1512,EXT00005,D,8,EXT-MX005-D8,225.06,LIB-MX005-D8,LIB0005 (Index A) run2,4.1,,sample,A,,#N/A
ID1085,EXT00005,D,9,EXT-MX005-D9,13.4,LIB-MX005-D9,LIB0005 (Index A) run2,0.4,x,sample,A,lowyield,selected
ID3166,EXT00005,D,10,EXT-MX005-D10,59.79,LIB-MX005-D10,LIB0005 (Index A) run2,0.0,x,sample,A,lowyield,selected
ID3334,EXT00005,D,11,EXT-MX005-D11,30.6,LIB-MX005-D11,LIB0005 (Index A) run2,15.7,,sample,A,,#N/A
NA,EXT00005,D,12,EXT-MX005-D12,12.11,LIB-MX005-D12,LIB0005 (Index A) run2,3.8,,control,A,,#N/A
ID1877,EXT00005,E,1,EXT-MX005-E1,31.29,LIB-MX005-E1,LIB0005 (Index A) run2,6.6,,sample,A,,#N/A
ID1513,EXT00005,E,2,EXT-MX005-E2,920.35,LIB-MX005-E2,LIB0005 (Index A) run2,3.1,,sample,A,,#N/A
ID3285,EXT00005,E,3,EXT-MX005-E3,65,LIB-MX005-E3,LIB0005 (Index A) run2,9.9,,sample,A,,#N/A
ID1165,EXT00005,E,4,EXT-MX005-E4,327.3,LIB-MX005-E4,LIB0005 (Index A) run2,5.0,,sample,A,,#N/A
ID3047,EXT00005,E,5,EXT-MX005-E5,407.93,LIB-MX005-E5,LIB0005 (Index A) run2,6.1,,sample,A,,#N/A
ID1340,EXT00005,E,6,EXT-MX005-E6,409,LIB-MX005-E6,LIB0005 (Index A) run2,7.7,,sample,A,,#N/A
ID1484,EXT00005,E,7,EXT-MX005-E7,52.82,LIB-MX005-E7,LIB0005 (Index A) run2,3.2,,sample,A,,#N/A
ID1781,EXT00005,E,8,EXT-MX005-E8,79.38,LIB-MX005-E8,LIB0005 (Index A) run2,7.8,,sample,A,,#N/A
ID1195,EXT00005,E,9,EXT-MX005-E9,22.45,LIB-MX005-E9,LIB0005 (Index A) run2,3.1,,sample,A,,#N/A
ID1269,EXT00005,E,10,EXT-MX005-E10,13.18,LIB-MX005-E10,LIB0005 (Index A) run2,4.9,,sample,A,,#N/A
ID1194,EXT00005,E,11,EXT-MX005-E11,402.02,LIB-MX005-E11,LIB0005 (Index A) run2,6.1,,sample,A,,#N/A
